Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"DarthBrodious",837777733,6178710,3496652,2682058,130,-61,254,330,104,216,230,52,109,139,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,23,14,12
"TW 8811",265639626,3571163,2079217,1491946,139,-609,399,456,34,266,116,49,61,72,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,12,8,6
"Lukepornstachio",552458397,6729563,3917251,2812312,139,71,334,414,112,311,235,69,148,179,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,24,15,12
"Brotherius",257884151,5630355,3280900,2349455,139,42,262,358,104,275,173,57,90,127,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,17,13,11
"MasterBrian",616443461,4226954,2418267,1808687,133,-83,306,340,56,240,127,45,51,72,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,11,8,5
"Mel Falcon",663993912,5268218,2999320,2268898,132,56,136,280,84,153,193,35,82,107,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,1,18,13,9
"GraveDigger78",511431383,5896835,3388432,2508403,135,-38,138,221,108,108,222,24,85,128,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,24,14,12
"Er2dawin",775393436,5070225,2976610,2093615,142,-8,110,272,99,132,186,27,85,111,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,19,14,10
"Vudosh",858889559,4198504,2361994,1836510,128,-214,139,352,46,219,143,43,61,79,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,11,8,4
"Cal Driver",927461822,5449756,3172753,2277003,139,56,144,243,90,88,193,33,82,114,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,18,11,10
"chiefwiggum",172672964,5861062,3323471,2537591,130,-65,207,272,106,165,213,35,92,138,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,23,14,12
"Clemje Siliaveljo",599453562,5820984,3385997,2434987,139,-6,233,285,101,202,209,43,83,126,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,20,12,9
"jamman74",712264294,4917771,2866133,2051638,139,-36,188,186,81,73,200,22,55,97,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,19,14,10
"Tiric Thorn",861769925,5589535,3310347,2279188,145,57,253,263,104,141,208,39,80,120,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,22,13,11
