Name,Guild,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"Springtrap",Ender's,579286655,2406414,1511149,895265,168,-57,79,39,10,3,86,0,1,8,26,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Durendal",Ender's,731811811,1001928,675581,326347,207,21,88,39,5,0,43,0,0,4,12,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"EmperorC3Po",Ender's,638658591,1320863,871166,449697,193,27,11,7,5,0,39,0,0,1,3,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"phillyg3000",Ender's,296598161,1321773,890159,431614,206,44,22,7,2,0,42,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Helo Athena",Ender's,617538544,2393047,1475819,917228,160,-7,33,52,16,8,73,0,2,9,24,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"WhizzyWhizz",Ender's,966671638,584587,432446,152141,284,-183,23,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Sensitive Ozi",Ender's,618577395,1166354,789301,377053,209,-133,0,30,2,3,34,0,1,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dak Argula",Ender's,121695883,979773,636847,342926,185,319,15,40,2,0,37,0,0,4,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sim Aloo",Ender's,644382873,2264419,1437383,827036,173,40,27,98,29,7,98,1,2,19,35,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Yosterized",Ender's,956573728,1992417,1153624,838793,137,-217,52,60,16,0,80,0,0,12,31,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mol Mierada",Ender's,946627783,1102217,657380,444837,147,78,30,27,3,0,37,0,0,3,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sab",Ender's,868189928,1921398,1252997,668401,187,226,31,61,17,9,61,1,2,8,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Brill Counsil",Ender's,859442199,1003436,507223,496213,102,-547,0,29,9,0,16,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Skullflyer",Ender's,639438912,1563671,903650,660021,136,-83,0,6,13,0,52,0,0,1,5,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"KingTaco",Ender's,216462799,438182,266682,171500,155,315,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ben10miller",Ender's,739193811,912650,634895,277755,228,241,0,21,4,0,34,0,0,2,10,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bad boy bunny",Ender's,659967858,865166,566709,298457,189,243,52,23,4,0,38,0,0,2,10,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rukus",Ender's,137543193,1296797,692405,604392,114,-413,0,15,4,0,44,0,0,2,15,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Skywlkn",Ender's,164875953,2544413,1596537,947876,168,-36,18,23,7,0,100,0,0,6,24,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Nagger24",Ender's,522637732,2549263,1527658,1021605,149,122,32,76,5,8,87,1,1,17,40,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bailey",Ender's,731727869,1075461,704659,370802,190,376,56,18,4,0,54,0,0,2,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Niko Pol",Ender's,112415178,1757801,1058918,698883,151,-408,47,68,16,0,58,0,0,12,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"HollaTables",Ender's,847766829,1258692,825491,433201,190,36,0,0,2,0,52,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Gooey Louey",Ender's,783478228,502930,306844,196086,156,-367,0,0,0,0,6,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ginn Rumme'Winn",Ender's,112149557,3699660,2206751,1492909,147,52,108,134,53,38,156,1,12,30,53,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"SatoHanJi 77",Ender's,721448165,2667350,1631605,1035745,157,-114,189,90,35,16,93,1,4,17,38,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mordenkia",Ender's,571724474,448927,314343,134584,233,-565,0,0,1,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mol Eliza",Ender's,321134194,869672,584964,284708,205,-387,68,22,2,0,47,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SickNastyNadez",Ender's,659217629,1752594,1104800,647794,170,121,9,33,10,4,71,0,1,4,15,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"daby yawn",Ender's,778939196,2444791,1438722,1006069,143,46,13,44,22,4,104,0,1,9,30,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jynn Andor",Ender's,781953744,1677300,1062647,614653,172,258,9,48,2,6,78,1,1,6,23,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natty6161",Ender's,387567995,2423115,1510142,912973,165,-51,99,56,21,9,89,0,3,9,30,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Arthanax",Ender's,359554427,1643687,1088339,555348,195,115,156,24,19,0,70,0,0,4,26,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Namefull",Ender's,819921446,1751621,1107884,643737,172,-13,144,115,23,21,46,1,5,11,28,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"DarthChitsang",Ender's,641869782,1246187,783991,462196,169,195,25,16,4,0,24,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sim Gego",Ender's,241777515,1038262,623754,414508,150,46,32,9,1,0,34,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Force Sensitive Momo",Ender's,166697657,1469358,952419,516939,184,208,20,27,7,0,50,0,0,4,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DarthRipples",Ender's,223775686,915290,622544,292746,212,-241,16,10,4,0,35,0,0,1,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ransolm Casterfo",EU Oddworld Abe Exodus,571728168,4947419,2875845,2071574,138,185,243,164,94,97,177,16,17,45,96,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0
"JediBreakout",EU Oddworld Abe Exodus,543934581,4555162,2618766,1936396,135,-451,213,301,67,201,168,26,39,58,76,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1
"Abe the Oddball",EU Oddworld Abe Exodus,472176875,6209043,3483239,2725804,127,65,378,414,113,378,223,55,74,108,118,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1
"VirginAlarm",EU Oddworld Abe Exodus,736712549,3650611,2152782,1497829,143,193,143,258,36,152,152,25,27,37,58,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0
"Salznuss",EU Oddworld Abe Exodus,912617969,3165875,1819458,1346417,135,410,175,197,27,77,136,10,18,29,49,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
"Rypien",EU Oddworld Abe Exodus,568925861,4701361,2714514,1986847,136,-173,257,345,89,206,170,19,45,76,101,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Dubi Nuz",EU Oddworld Abe Exodus,245769968,4696644,2820300,1876344,150,-127,184,199,82,134,188,13,28,39,69,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"Q2cold",EU Oddworld Abe Exodus,566548746,2851140,1769211,1081929,163,-611,90,229,32,62,109,4,20,33,49,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"Tantema Garnik",EU Oddworld Abe Exodus,198649424,3636453,2188084,1448369,151,-402,507,467,53,275,106,40,53,62,74,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1
"Brightframe",EU Oddworld Abe Exodus,686711653,5002636,3019578,1983058,152,299,92,235,78,163,205,22,35,50,82,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0
"Ghost513",EU Oddworld Abe Exodus,219972855,3445343,1912751,1532592,124,-205,162,249,38,125,124,16,25,36,53,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
"thecleps",EU Oddworld Abe Exodus,734748422,2994049,1859786,1134263,163,-391,263,308,59,102,98,16,21,51,63,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"The Next Reclaimer",EU Oddworld Abe Exodus,774998361,4893671,2745260,2148411,127,159,236,267,77,165,189,21,33,65,86,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
"Krepler",EU Oddworld Abe Exodus,963262333,4246597,2373819,1872778,126,-322,84,165,71,91,160,13,18,34,60,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1
"Damrok Sliersgloom",EU Oddworld Abe Exodus,912939125,6173717,3518799,2654918,132,5,127,302,112,240,226,27,48,91,117,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"Regn",EU Oddworld Abe Exodus,568562377,3668082,2140200,1527882,140,209,513,278,66,111,153,9,29,51,77,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0
"Davram Bashere",EU Oddworld Abe Exodus,195583113,5310106,3121301,2188805,142,392,429,362,104,293,192,37,59,75,104,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,0
"carovnicek",EU Oddworld Abe Exodus,979789966,4916242,2638164,2278078,115,41,333,252,83,156,191,26,32,61,96,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1
"Sarfa Jons",EU Oddworld Abe Exodus,477351389,4726875,2771161,1955714,141,-75,368,485,61,358,166,51,68,90,102,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
"KingSlayer54",EU Oddworld Abe Exodus,386768436,3868416,2169073,1699343,127,-239,318,243,52,126,137,15,28,41,62,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0
"raider101",EU Oddworld Abe Exodus,973427999,4813771,2711599,2102172,128,-203,210,305,48,201,211,29,30,77,99,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
"MikeNice",EU Oddworld Abe Exodus,952134197,3781649,2245543,1536106,146,-290,236,332,69,179,129,19,40,50,78,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0
"Matt SithTits",EU Oddworld Abe Exodus,723314881,5854948,3361226,2493722,134,8,217,269,98,159,211,15,46,80,133,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
"T H E   D A R K S I D E R",EU Oddworld Abe Exodus,788465774,4450048,2552421,1897627,134,-248,309,228,81,154,146,21,27,44,76,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"Quagmire",EU Oddworld Abe Exodus,975276668,4129644,2503692,1625952,153,-303,251,423,52,289,135,40,51,66,85,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1
"ZeroKiryu",EU Oddworld Abe Exodus,998362924,4718094,2728362,1989732,137,-151,164,244,65,171,150,19,36,45,88,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1
"Niiiiiiiice",EU Oddworld Abe Exodus,944359395,2936689,1673542,1263147,132,50,561,239,39,92,96,11,19,33,51,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0
"Carlo Carrillion",EU Oddworld Abe Exodus,283172368,3086962,1771399,1315563,134,-233,220,253,39,86,109,14,16,45,65,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"finnz",EU Oddworld Abe Exodus,732713199,4801546,2722079,2079467,130,-199,113,329,66,206,177,22,44,73,105,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
"Corky",EU Oddworld Abe Exodus,839999113,5382081,3202439,2179642,146,-151,309,289,111,188,185,27,37,81,125,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1
"Sellie101",EU Oddworld Abe Exodus,913713173,3161655,1845739,1315916,140,-456,162,206,42,101,105,14,20,25,46,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1
"Phantom",EU Oddworld Abe Exodus,982834476,3343041,1827185,1515856,120,-39,328,173,37,65,119,9,13,32,58,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
"Disturbance in the force",EU Oddworld Abe Exodus,784729181,5946777,3543900,2402877,147,-111,180,292,108,196,208,24,40,95,141,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1
"StarLord",EU Oddworld Abe Exodus,918718746,5375086,2917298,2457788,118,152,78,181,82,133,180,19,19,52,77,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,1
"Hersh Bathens",EU Oddworld Abe Exodus,876417788,4373497,2644393,1729104,152,282,234,410,53,253,165,33,50,79,95,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0
"Sirael Kira",EU Oddworld Abe Exodus,141463835,3798496,2164247,1634249,132,31,207,167,62,53,160,1,15,38,53,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Hotsauce",EU Oddworld Abe Exodus,695177853,5381265,3091314,2289951,134,106,174,201,84,122,200,13,28,56,127,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0
"Ganner",EU Oddworld Abe Exodus,568711222,3370336,1980425,1389911,142,-279,212,224,59,114,138,17,21,32,59,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1
"Thiya",EU Oddworld Abe Exodus,569752558,2587678,1423071,1164607,122,191,133,166,22,56,107,7,13,19,35,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"paindemonium",EU Oddworld Abe Exodus,283246189,5519185,3398043,2121142,160,-2,200,285,118,143,199,11,33,96,126,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
"Regal Misfit",EU Oddworld Abe Exodus,264452656,4514389,2780124,1734265,160,0,61,316,58,154,184,9,44,68,90,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0
"Ben konobi",EU Oddworld Abe Exodus,687752375,5873102,3537706,2335396,151,30,138,218,113,132,211,12,29,73,124,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,1
"Haywood Jablomi",EU Oddworld Abe Exodus,577387331,3653959,2108414,1545545,136,-71,132,200,42,86,131,11,19,37,73,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"Danyo",EU Oddworld Abe Exodus,466124939,5909854,3487449,2422405,143,108,126,313,74,231,219,28,49,90,128,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
"Jarjarbinks",EU Oddworld Abe Exodus,622325818,3008593,1808562,1200031,150,-125,154,149,30,55,125,8,11,23,44,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
"Yodaspeak",EU Oddworld Abe Exodus,351541457,8201908,4957606,3244302,152,29,286,641,120,897,247,133,156,191,197,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"Tylord",EU Oddworld Abe Exodus,483827882,2846151,1547092,1299059,119,343,290,191,38,58,111,4,15,28,49,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"BlackThorne",EU Oddworld Abe Exodus,172552789,4653477,2545215,2108262,120,-265,282,238,81,136,165,19,29,55,93,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1
"4Lom",EU Oddworld Abe Exodus,326561697,6598654,3875460,2723194,142,32,314,361,114,297,229,34,60,119,166,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,1,1
"SethCooley",EU Oddworld Abe Exodus,181215656,3341750,1907496,1434254,132,-212,73,236,41,110,117,14,19,38,48,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
"Closter",Banes disciples,196895545,4975946,2750903,2225043,123,60,76,246,102,93,185,9,21,83,92,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1
"AbiWanKenobi",Banes disciples,524121448,2982136,1757866,1224270,143,111,51,242,68,37,120,0,13,52,64,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"DarthBlkD03",Banes disciples,948764771,2174185,1421504,752681,188,-254,49,44,25,8,73,1,2,6,22,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"acomstock",Banes disciples,246331581,2452804,1513330,939474,161,168,72,193,33,57,70,6,14,22,37,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"SupremeLeaderMedusagazer",Banes disciples,674661774,5194979,3228024,1966955,164,-247,198,292,85,221,166,29,44,64,107,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1
"Lukke Starkilller",Banes disciples,943394719,1363349,838120,525229,159,-320,47,22,5,5,36,1,1,1,12,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"LordThavaraj",Banes disciples,464934418,2430584,1435575,995009,144,-136,97,84,19,18,103,0,5,12,29,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"GK420",Banes disciples,132744325,1452482,868827,583655,148,126,69,188,11,42,66,6,8,11,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Balian1991",Banes disciples,497715531,1832309,1165864,666445,174,204,42,45,7,7,75,1,2,5,22,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ButofCorpse",Banes disciples,668969384,3881386,2310274,1571112,147,-191,302,231,88,99,143,9,24,46,78,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"Qui Goyne Jinn",Banes disciples,166165831,3944800,2265296,1679504,134,-97,75,278,71,99,170,11,22,68,78,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
"DoubleSlash",Banes disciples,235533386,4469584,2789124,1680460,165,16,161,151,95,38,182,3,9,51,80,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tagora",Banes disciples,943712246,4542319,2621808,1920511,136,-26,68,231,90,55,184,4,24,70,76,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"DubiNuz007",Banes disciples,848171515,2388495,1517868,870627,174,-113,210,225,42,79,99,13,13,25,37,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Dwalks92",Banes disciples,125456753,3101768,1728239,1373529,125,40,75,112,28,30,113,1,11,18,39,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Garfuz",Banes disciples,748787144,1931982,1000279,931703,107,-533,29,71,1,9,79,1,5,7,19,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Apothyon",Banes disciples,499196323,3913577,2290728,1622849,141,118,30,182,70,42,151,4,11,52,74,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"GeneralBeerz",Banes disciples,527291592,4094832,2451616,1643216,149,22,77,204,65,98,148,12,20,44,75,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
"sh0rtacus",Banes disciples,912844347,810647,496801,313846,158,276,20,12,0,0,29,0,0,1,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Wes Terallo",Banes disciples,843321349,3560997,2029478,1531519,132,177,59,74,36,12,159,0,6,18,59,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"Ashley Kamalas",Banes disciples,538127559,735245,487894,247351,197,-359,0,0,2,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Aaron",Banes disciples,772765145,1264762,871478,393284,221,-38,22,15,3,0,27,0,0,2,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Aaron",Banes disciples,141266624,819120,522082,297038,175,-75,0,12,0,0,7,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Curb Ponix",Banes disciples,985145228,4270842,2449641,1821201,134,-68,53,75,61,12,170,1,3,27,70,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Docflint",Banes disciples,353771337,2342252,1376877,965375,142,-152,36,64,18,10,89,1,2,11,25,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dragonheaven",Banes disciples,347389231,3318102,1915476,1402626,136,153,26,135,29,34,145,2,13,25,49,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bleep blorp",Banes disciples,117776922,1921369,1144854,776515,147,-169,26,14,10,4,78,0,1,1,11,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ethan",Banes disciples,231794283,859158,529588,329570,160,225,18,0,1,0,23,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Paddlewompy",Banes disciples,564426388,3045633,1841661,1203972,152,-27,54,227,75,62,126,4,14,43,63,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0
"Cwood17",Banes disciples,798842965,3487246,2067003,1420243,145,-43,87,151,59,55,120,3,14,28,47,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"blake0607",Banes disciples,767269514,4359052,2640043,1719009,153,-347,178,278,58,153,167,23,30,61,80,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
"Delmon Graysaber",Banes disciples,878142464,3922949,2367730,1555219,152,-177,54,198,74,105,150,1,26,31,61,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Evertime",Banes disciples,176152294,4088576,2414202,1674374,144,21,70,105,59,11,180,0,5,36,56,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
"Gojira",Banes disciples,151136691,2998551,1802394,1196157,150,-112,149,215,43,73,127,10,15,35,48,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0
"Bullethead",Banes disciples,251927439,2959814,1677627,1282187,130,-249,29,147,31,23,128,0,11,28,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rwolf",Banes disciples,387492636,4618617,2729291,1889326,144,25,120,172,98,88,161,11,19,43,93,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"Bugzee's chicken curry",Banes disciples,256313365,5783364,3260721,2522643,129,31,343,299,111,201,218,22,48,85,120,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1
"Snuggletuggle",Banes disciples,596892287,1662262,908296,753966,120,-407,99,86,7,7,66,1,4,9,18,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Seal",Banes disciples,829853513,3218304,1846474,1371830,134,-120,119,242,71,55,117,3,14,53,68,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"OrangeM2",Banes disciples,792552657,2023730,1320042,703688,187,19,212,121,30,38,83,5,6,11,29,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Mol Arthurian",Banes disciples,288769369,3423316,2094113,1329203,157,2,57,209,64,73,144,9,16,41,43,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Rule of two",Banes disciples,644939792,2605287,1511759,1093528,138,-272,19,29,28,3,130,0,1,6,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"INTERLOPER",Banes disciples,564181966,3017732,1705513,1312219,129,60,205,170,53,22,133,0,12,35,54,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0
"Wajus Murph",Banes disciples,293828144,1262300,666056,596244,111,-189,30,15,5,0,34,0,0,2,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"KA Joseph",Banes disciples,421477689,1704600,1115666,588934,189,-103,26,49,7,7,45,1,2,5,18,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"Jj33abc",Banes disciples,652627562,2430023,1417275,1012748,139,-230,211,116,30,22,107,2,8,16,41,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
