Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"KaiserMathias",549695952,487215,342877,144338,237,-444,29,0,0,0,25,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"Cwood17",798842965,3648448,2149904,1498544,143,-77,97,169,63,75,122,5,19,28,51,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,3,2
"Bullethead",251927439,3283612,1883783,1399829,134,-256,26,148,32,28,146,0,14,29,38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,1,2
"Jonc",576239615,3220948,1917917,1303031,147,-74,99,101,41,33,130,3,8,18,49,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,9,7,4
"Seal",829853513,3448889,2045565,1403324,145,-110,141,282,80,93,129,5,22,57,72,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,13,10,6
"Delmon Graysaber",878142464,4133785,2491536,1642249,151,-211,60,226,84,129,155,4,31,37,64,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,9,6
"KA Joseph",421477689,2117865,1378393,739472,186,-35,43,63,13,12,65,1,3,8,25,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,1
"DarthBlkD03",948764771,2525143,1630738,894405,182,-224,61,52,32,11,99,1,3,8,27,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,5,1
"GeneBelcher08",714979297,414772,312204,102568,304,170,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"rwolf",387492636,4868906,2899044,1969862,147,2,137,193,108,116,170,15,25,46,97,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,15,9,9
"Komnenos",875711776,3789906,2063416,1726490,119,-52,77,72,49,22,153,4,4,19,33,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,5,5
"MissJess87",618669632,19434,18195,1239,1468,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dragonheaven",347389231,3685571,2158487,1527084,141,77,41,136,37,37,168,2,14,29,56,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,6,5
"Bugzee's chicken curry",256313365,5939558,3364163,2575395,130,30,350,327,117,233,223,28,56,92,122,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,1,19,10,6
"Coleman trebor",753751969,1026454,700508,325946,214,180,0,9,4,0,29,0,0,1,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mol Eliza",151596536,3062734,1777855,1284879,138,-9,39,89,23,42,129,7,8,11,25,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4
"GK420",132744325,1834043,1065947,768096,138,96,84,227,20,79,75,11,12,14,28,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Paddlewompy",564426388,3117303,1896779,1220524,155,-64,52,240,80,70,128,4,16,45,65,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,8,7,5
"Mol Arthurian",288769369,3606839,2242170,1364669,164,-58,75,225,70,77,154,9,18,48,48,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,3
"Snuggletuggle",596892287,1888694,1026498,862196,119,-518,107,145,11,27,75,4,8,14,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1
"Garfuz",748787144,2392686,1233389,1159297,106,-531,32,80,5,16,108,1,6,10,28,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1
"Maath Faselli",722124332,376598,277108,99490,278,-40,0,0,1,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evertime",176152294,4317977,2533116,1784861,141,11,67,131,67,18,186,0,10,43,62,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,14,9,8
"sh0rtacus",912844347,1212902,768211,444691,172,210,13,41,4,0,53,0,0,5,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
