Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Hego Damask",573371427,3016046,1844598,1171448,157,51,97,137,54,33,120,10,25,45,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,6
"TwoRed",391958232,4472088,2665199,1806889,147,-165,168,154,72,61,152,11,46,72,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,9,6,4
"DarthUllin",416422562,3604549,2173072,1431477,151,-52,87,124,39,29,139,8,31,57,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,8,8
"BigtoeSucker",695623533,4800342,2868929,1931413,148,51,90,260,69,131,155,30,69,95,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,9,7
"Bearsfan4life34",347549235,4473156,2568849,1904307,134,-89,66,163,76,50,180,16,47,79,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,10,7
"Dark Yoga",372413721,4161179,2451871,1709308,143,85,53,222,78,58,163,15,66,93,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,12,10,7
"Bex",968556754,3592136,1961509,1630627,120,-56,40,128,48,46,142,10,27,46,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,4,2
"Kujo",775581766,4304778,2347062,1957716,119,11,85,98,45,33,150,8,28,62,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,11,7,4
"Guihori",639674374,3684064,2242699,1441365,155,200,147,195,76,50,144,14,48,74,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,14,10,7
"Dixz",968575939,4062489,2290023,1772466,129,4,65,242,80,42,155,17,73,81,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6
"kadakorn",598911372,5120705,2933004,2187701,134,-179,150,198,80,104,193,22,59,100,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,18,11,12
"Chuds",256599284,3837210,2091866,1745344,119,-171,272,211,52,105,148,21,39,63,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,12,8,6
"docMorbius",918771616,5035448,2869223,2166225,132,70,135,241,91,92,214,26,77,102,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,19,10,10
"Nebula",111138531,2942922,1817841,1125081,161,-585,44,231,70,60,98,11,45,63,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,8,5,4
"Ttekcah Semaj",966188221,3260287,1944433,1315854,147,57,30,100,40,14,147,6,24,52,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,5
"Kaspa",217422451,5167303,3004854,2162449,138,-51,53,116,80,21,208,7,49,105,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,21,12,11
"RobMaul226",964183179,4787401,2932835,1854566,158,5,98,163,92,61,176,13,53,91,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,12,8
"Bad Man",534696933,3684958,2223592,1461366,152,83,71,131,53,28,148,8,35,72,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,6,6
"Knighthawk",345771246,3781622,2212404,1569218,140,-45,153,178,63,52,150,17,40,62,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,13,9,7
"TP",893647684,4010117,2500832,1509285,165,-29,59,243,83,74,156,17,66,88,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,14,12,7
"Gunner",443344877,4814651,2906310,1908341,152,74,55,107,76,24,180,5,42,92,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,13,8,8
"MarkSolo",323363645,4051535,2362859,1688676,139,113,131,194,61,84,139,20,42,67,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,13,9,6
"Tanis3463",891879236,4425068,2519616,1905452,132,81,142,186,71,52,167,15,57,92,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,14,10,6
"dferb",146328566,3158923,1769924,1388999,127,-94,50,116,41,14,101,5,29,55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6,5,1
"QuiGonLynx",283452694,3975821,2382441,1593380,149,-23,172,177,68,58,160,18,41,77,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,16,12,9
"Pichelli",816554121,4594185,2725579,1868606,145,41,73,55,65,13,191,5,18,58,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,15,10,9
"The Senate",829637175,3660006,2098797,1561209,134,-80,138,171,62,58,142,18,33,63,1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,12,8,6
"BullzeyeBilly",174111426,5268229,2996970,2271259,131,-35,90,127,71,70,188,14,39,90,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,15,9,9
