Name,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer,TW/GA Squads - farmed but may need gear.  Click player name to view.,Squads: defense or both,Squads: offense or both
"Darkwing",261462918,4998757,2777183,2221574,125,34,126,240,85,131,176,29,65,98,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,16,12,8
"Jek Porkins",227889174,5339271,3073402,2265869,135,22,162,195,102,57,198,22,71,105,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,20,13,11
"D Day",141259277,5268049,3110187,2157862,144,5,228,141,77,24,224,9,61,125,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,24,14,12
"Kamahl",763836811,4711480,2847792,1863688,152,-202,266,271,85,134,186,26,75,112,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,16,11,10
"RoboTron",529316278,5143155,2912347,2230808,130,49,223,209,82,80,210,36,56,102,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,0,21,14,11
"Tommyu",939289757,4396030,2415261,1980769,121,-156,219,217,76,84,174,22,57,84,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,19,12,8
"DocSweet770",891442336,4802130,2688874,2113256,127,-89,278,228,81,108,182,29,59,93,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,18,13,9
"Jdredsox",129229771,1851949,1093999,757950,144,-284,137,157,11,31,41,6,17,24,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2
"Nikos",557479342,5247590,3121490,2126100,146,-52,394,273,99,108,192,27,95,139,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,21,12,13
"Weazle",667846528,5687446,3319740,2367706,140,45,117,218,88,122,201,28,72,122,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,19,12,10
"Dom Hardy",848747222,5294865,3208624,2086241,153,-126,243,328,106,229,174,50,78,117,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,17,13,10
"Mr Bungle",181456818,5849347,3357102,2492245,134,187,250,317,102,213,214,49,94,125,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,22,14,12
"Brill Adrien",598996171,5208443,3147722,2060721,152,-45,254,239,96,108,198,30,73,117,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,20,13,11
"Mikazuki",749542516,5650328,3262671,2387657,136,52,232,182,68,87,220,15,71,121,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,22,13,11
"Aza",534155882,5523140,3192533,2330607,136,-107,275,313,106,192,189,41,94,134,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,20,13,13
"Bini",264375231,5249265,2874096,2375169,121,-15,215,294,93,158,188,34,89,105,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,19,12,8
"GillDameron",815193777,5876626,3321131,2555495,129,59,283,269,96,166,220,38,87,122,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,24,14,11
"scott",646511994,4229171,2374163,1855008,127,99,231,218,72,78,152,21,56,89,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,13,10,7
"Michael Vun",389697329,5798306,3313265,2485041,133,127,238,314,107,197,201,45,98,130,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,19,13,10
"Atlantis",442134813,5317912,3008920,2308992,130,-9,378,207,91,91,206,28,64,114,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,19,12,9
"Shwaggs",922173269,5438710,3026545,2412165,125,42,185,226,96,152,180,26,67,99,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,17,14,9
"Pickers",427342986,4926756,2853569,2073187,137,12,175,287,99,139,188,31,83,111,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,19,12,9
"Grs",639546663,6087480,3500988,2586492,135,162,337,348,114,260,210,51,109,139,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,22,14,12
"DarthRellik",182555842,4961089,2809104,2151985,130,-6,145,187,88,74,193,19,59,87,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,17,11,7
"Terry",328127151,5777889,3308583,2469306,133,35,232,206,103,106,218,24,74,122,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,21,14,11
"Will Jones",781131545,5030001,2662381,2367620,112,-3,349,288,73,175,186,40,70,88,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,1,17,12,8
"SHEYE",829228787,5285781,3174060,2111721,150,-6,170,247,103,119,194,26,81,130,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,20,12,10
"ꂦʐʐ182",868596782,5518680,3031984,2486696,121,-88,155,266,101,139,190,29,90,120,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,21,13,12
