Name,Guild,Ally Code,GP,Chars GP,Ships GP,Character:Ships,Light side or Dark Side,DSR Bot style mod score -- higher is better, aim for 3.0.  This is # of mods with secondary speed ≥ 15 / character gp / 100 000,DSR Bot style gear score -- higher is better.  Number of (>G12 + G13 + relic / 5) / total gp / 100 000.,Zetas,Relic Levels,7*,R5 and higher,G13 and higher,G12 and higher,G10 and higher,Jedi Knight Revan,Darth Revan,Malak,Padme,Genosian Brood Alpha,Wat Tambor,Ki-Adi-Mundi,Shaak Ti,General Skywalker,Rey,Supreme Leader Kylo Ren,Sith Eternal Emperor,Jedi Master Luke Skywalker,Jedi Master Kenobi,Jedi Knight Luke,The Negotiator,Malevolence,Raddus,Finalizer
"EmperorC3Po",Ender's,638658591,1598479,1053386,545093,193,-176,9,30,9,4,58,0,1,3,12,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Zoron",Ender's,763617986,2259735,1444877,814858,177,193,48,30,29,5,94,1,1,5,27,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sab",Ender's,868189928,1952185,1274238,677947,187,198,31,60,17,9,65,1,2,8,16,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Austin",Ender's,122863969,2877231,1762133,1115098,158,157,51,86,28,25,131,2,6,14,32,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Amanda Lorian",Ender's,461945337,2080023,1303369,776654,167,-124,76,63,17,11,93,1,2,9,35,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Cooner65",Ender's,185285257,1193544,853190,340354,250,-453,105,77,13,6,49,1,1,7,19,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Arima",Ender's,151418854,1018391,700837,317554,220,284,0,19,4,0,25,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SatoHanJi 77",Ender's,721448165,2882021,1795518,1086503,165,-64,172,104,39,21,107,1,6,20,42,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Brill Counsil",Ender's,859442199,1085038,552632,532406,103,-523,0,27,11,0,21,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gooey Louey",Ender's,783478228,632609,400088,232521,172,-382,0,15,2,0,14,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mol Mierada",Ender's,946627783,1661164,963736,697428,138,3,51,30,8,0,70,0,0,5,17,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Natty6161",Ender's,387567995,2433948,1519752,914196,166,-100,98,56,21,9,89,0,3,9,31,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Skywlkn",Ender's,164875953,2837649,1757552,1080097,162,-65,22,35,8,0,117,0,0,10,27,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Mol Eliza",Ender's,321134194,1274782,786459,488323,161,-382,50,15,3,0,75,0,0,2,17,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"HollaTables",Ender's,847766829,1660081,1096624,563457,194,-21,36,18,9,0,79,0,0,3,24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Dark Silence",Ender's,182978697,1889444,1113288,776156,143,19,98,47,13,5,86,1,1,7,25,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Sim Aloo",Ender's,644382873,2475909,1569878,906031,173,-1,31,113,37,10,107,1,3,23,38,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SIRSAM2121",Ender's,393544741,1999273,1188413,810860,146,179,33,48,11,3,72,0,1,8,26,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Namefull",Ender's,819921446,1989213,1297658,691555,187,-88,154,156,34,36,50,3,8,16,36,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"WhizzyWhizz",Ender's,966671638,719258,535353,183905,291,-314,18,0,0,0,31,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"YodaVader Eliza",Ender's,161182228,2768092,1478380,1289712,114,-189,13,66,22,12,98,0,4,12,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Snips",Ender's,223775686,1311337,874459,436878,200,-127,80,65,13,8,57,1,2,5,21,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Ben10miller",Ender's,739193811,1323718,884572,439146,201,60,22,46,9,6,54,1,1,4,18,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Haryk Lasaar",Ender's,771366972,1750640,1223260,527380,231,135,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Leksa",Ender's,569667892,137920,101538,36382,279,-145,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Jf",Ender's,123698316,1810058,1110745,699313,158,132,90,62,12,7,69,0,2,8,17,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"D Jady",Ender's,894813556,1770900,1198224,572676,209,-64,8,0,0,0,95,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"Skullflyer",Ender's,639438912,1715162,984927,730235,134,-112,0,11,16,0,58,0,0,2,6,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Niko Pol",Ender's,112415178,2106022,1270751,835271,152,-269,47,73,23,7,82,1,1,13,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Jynn Andor",Ender's,781953744,2077886,1305436,772450,168,217,7,53,2,11,98,1,3,6,27,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manimal666",Ender's,822424418,1653006,932003,721003,129,-789,32,50,21,7,69,1,1,6,16,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"MINI Regal Misfit",EU Oddworld Abe Exodus,264452656,4957349,2991549,1965800,152,-127,100,346,65,218,195,25,52,76,97,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
"Hersh Bathens",EU Oddworld Abe Exodus,876417788,5563455,3239378,2324077,139,241,336,515,73,469,187,68,87,106,116,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0
"MINI Jonny",EU Oddworld Abe Exodus,213314477,4069384,2336579,1732805,134,-19,415,267,63,169,143,29,29,46,69,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"paindemonium",EU Oddworld Abe Exodus,283246189,5828838,3547550,2281288,155,-6,217,305,126,184,205,19,40,101,129,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1
"Carlo Carrillion",EU Oddworld Abe Exodus,283172368,3587883,2013878,1574005,127,-339,327,280,54,119,128,20,22,55,72,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"Niiiiiiiice",EU Oddworld Abe Exodus,944359395,3310668,1933548,1377120,140,-111,630,312,54,153,110,26,29,44,60,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"MINI Phantom",EU Oddworld Abe Exodus,982834476,3668087,1979126,1688961,117,-26,373,223,45,104,128,17,20,41,62,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0
"Disturbance in the force",EU Oddworld Abe Exodus,784729181,6196818,3708440,2488378,149,-174,207,330,119,253,219,38,51,103,147,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"MINI Salznuss",EU Oddworld Abe Exodus,912617969,3610243,2092726,1517517,137,445,224,248,43,134,153,23,27,36,57,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0
"Ganner",EU Oddworld Abe Exodus,568711222,3743053,2198267,1544786,142,-226,232,249,67,152,149,24,27,36,70,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
"VirginAlarm",EU Oddworld Abe Exodus,736712549,4168127,2477557,1690570,146,170,181,317,51,222,170,38,40,48,70,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
"raider101",EU Oddworld Abe Exodus,973427999,5306072,2971710,2334362,127,-251,238,341,65,266,224,37,41,87,112,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,1
"Yodaspeak",EU Oddworld Abe Exodus,351541457,8657105,5218374,3438731,151,29,302,657,134,1000,253,154,172,197,203,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
"JediBreakout",EU Oddworld Abe Exodus,543934581,5214148,2996329,2217819,135,-274,253,341,81,271,189,37,52,72,92,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1
"Blackthorne",EU Oddworld Abe Exodus,172552789,4999845,2747721,2252124,122,-240,305,277,91,184,177,28,37,65,99,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,1
"MINIfinnz",EU Oddworld Abe Exodus,732713199,5101787,2867659,2234128,128,-195,122,351,73,246,183,30,50,80,111,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1
"Mini Jarjarbinks",EU Oddworld Abe Exodus,622325818,3325127,1998487,1326640,150,-284,175,206,42,94,138,11,18,32,52,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
"HighlanderTM",EU Oddworld Abe Exodus,564979834,4308306,2572124,1736182,148,72,248,407,78,282,157,44,54,65,79,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0
"MINI KingSlayer54",EU Oddworld Abe Exodus,386768436,4234836,2415681,1819155,132,-224,343,287,62,193,153,29,37,46,70,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"MINI Thiya",EU Oddworld Abe Exodus,569752558,3047913,1731560,1316353,131,71,150,192,27,84,127,13,17,25,44,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
"MiniZeroKiryu",EU Oddworld Abe Exodus,998362924,4999050,2951894,2047156,144,-155,206,279,76,209,156,24,44,54,96,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
"MINI Q2cold",EU Oddworld Abe Exodus,566548746,3165974,2022318,1143656,176,-804,118,318,42,139,122,20,29,44,55,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
"Tylord",EU Oddworld Abe Exodus,483827882,3336703,1846798,1489905,123,345,335,242,50,100,133,11,24,37,53,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
"MINI MikeNice",EU Oddworld Abe Exodus,952134197,4324264,2604371,1719893,151,-183,326,363,82,236,150,30,50,60,91,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,0
"Ransolm Casterfo",EU Oddworld Abe Exodus,571728168,5187612,3000839,2186773,137,129,306,210,105,140,180,23,26,55,101,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0
"Hotsauce",EU Oddworld Abe Exodus,695177853,5721677,3275436,2446241,133,47,201,233,90,168,211,21,36,64,132,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1
"Krepler",EU Oddworld Abe Exodus,963262333,4654926,2601943,2052983,126,-270,103,171,80,100,176,14,22,38,70,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1
"MINI Ghost513",EU Oddworld Abe Exodus,219972855,3779518,2145117,1634401,131,-238,205,299,53,171,140,25,33,46,58,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"MINI thecleps",EU Oddworld Abe Exodus,734748422,3300580,2037972,1262608,161,-484,314,348,65,150,103,22,29,56,70,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
"Tantema Garnik",EU Oddworld Abe Exodus,198649424,4281235,2530043,1751192,144,-254,513,477,71,333,133,47,64,74,87,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,1
"SethCooley",EU Oddworld Abe Exodus,181215656,3745552,2132123,1613429,132,-288,79,271,54,149,127,17,27,45,58,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0
"Haywood Jablomi",EU Oddworld Abe Exodus,577387331,3907878,2245282,1662596,135,-107,187,247,57,134,139,19,28,42,76,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
"Sarfa Jons",EU Oddworld Abe Exodus,477351389,5204531,3074234,2130297,144,-33,374,520,74,445,183,68,82,100,109,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"MINI carovnicek",EU Oddworld Abe Exodus,979789966,5215838,2830344,2385494,118,79,335,292,103,207,200,33,40,71,103,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
"Regn",EU Oddworld Abe Exodus,568562377,4068644,2367736,1700908,139,239,557,318,78,168,157,20,38,58,83,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0
"4Lom",EU Oddworld Abe Exodus,326561697,6825528,4024758,2800770,143,-6,347,392,125,346,232,40,71,128,170,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1
"Abe the Oddball",EU Oddworld Abe Exodus,472176875,6448064,3626239,2821825,128,44,402,440,115,436,229,62,84,113,123,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
"Nevermind",EU Oddworld Abe Exodus,764269128,5309449,3075442,2234007,137,-159,370,350,107,276,178,38,56,75,107,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,1
"Sellie101",EU Oddworld Abe Exodus,913713173,3339771,1944134,1395637,139,-562,164,235,47,124,113,18,23,31,53,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1
"MINI nikgor",EU Oddworld Abe Exodus,714145675,4325711,2464194,1861517,132,-332,409,396,73,272,147,40,51,66,84,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1,0,0
"The Next Reclaimer",EU Oddworld Abe Exodus,774998361,5277597,2921632,2355965,124,66,232,286,84,197,205,24,41,71,90,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"Danyo",EU Oddworld Abe Exodus,466124939,6256742,3672101,2584641,142,24,136,343,86,284,227,37,59,99,135,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1
"Sirael Kira",EU Oddworld Abe Exodus,141463835,4455993,2581528,1874465,137,-241,228,263,88,142,178,17,31,58,76,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
"Dubi Nuz",EU Oddworld Abe Exodus,245769968,4853749,2948177,1905572,154,-160,200,211,92,154,195,20,29,43,75,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0
